iter	Logloss
166	0.1674701209
167	0.1672672022
168	0.1671169531
169	0.1669883728
170	0.1667630645
171	0.1665783283
172	0.1664301878
173	0.1662589183
174	0.1661314761
175	0.165874188
176	0.1657228089
177	0.1654920937
178	0.1653046421
179	0.1651491145
180	0.1649678338
181	0.1648641113
182	0.1647190635
183	0.1645550046
184	0.1644623504
185	0.1642807468
186	0.1641516393
187	0.1639905444
188	0.1636630507
189	0.1635827503
190	0.1633454187
191	0.1631856906
192	0.1630698093
193	0.162975164
194	0.1627854745
195	0.1625602728
196	0.1623876801
197	0.1621842174
198	0.1620242
199	0.1618337377
200	0.161757023
201	0.1615754552
202	0.1615159475
203	0.1614073976
204	0.1612190762
205	0.1610514406
206	0.1609742056
207	0.1607637161
208	0.1606564435
209	0.1605387546
210	0.1604207883
211	0.1602803552
212	0.1601844631
213	0.1600447845
214	0.1597353236
215	0.1596147747
216	0.1594925168
217	0.1593399635
218	0.159178345
219	0.1590602789
220	0.1588786891
221	0.1587887736
222	0.158697365
223	0.1585108098
224	0.1582746144
225	0.1581355488
226	0.1580596423
227	0.1579034874
228	0.1578149018
229	0.1576674454
230	0.1575245014
231	0.1574004157
232	0.1572793463
233	0.1571359109
234	0.1569290995
235	0.156787453
236	0.1566057327
237	0.1564674977
238	0.1563077907
239	0.1561814921
240	0.1560985247
241	0.1559493506
242	0.1558235739
243	0.1557272389
244	0.1556214609
245	0.1554656303
246	0.1553997382
247	0.1552802948
248	0.1551142298
249	0.1549862816
250	0.1548391833
251	0.1547456056
252	0.1546667725
253	0.15456266
254	0.1543909089
255	0.154268318
256	0.1541253837
257	0.1539977947
258	0.1538969209
259	0.1537661873
260	0.153676573
261	0.1536015513
262	0.1534963944
263	0.1533858454
264	0.153242368
265	0.1531431323
266	0.1530455361
267	0.1529045157
268	0.1528245854
269	0.1526937891
270	0.1525662704
271	0.1524592723
272	0.1523497752
273	0.152201451
274	0.1520242028
275	0.1518878652
276	0.1517330113
277	0.1514646655
278	0.1513418452
279	0.1512142888
280	0.1511082766
281	0.1509822621
282	0.1507966397
283	0.1506726705
284	0.1505389587
285	0.1503907096
286	0.1501796112
287	0.1500238045
288	0.1498273375
289	0.1496868919
290	0.1495815034
291	0.1494676376
292	0.14931532
293	0.1490801381
294	0.1489356097
295	0.1487873224
296	0.1486525304
297	0.1485035657
298	0.1483969559
299	0.1482944827
300	0.1481823735
301	0.1480022003
302	0.147907386
303	0.1477056862
304	0.1475922889
305	0.1474614142
306	0.1473054407
307	0.1471383878
308	0.147059192
309	0.1469752095
310	0.1467657198
311	0.1466428681
312	0.1464877529
313	0.1464001546
314	0.1462961082
315	0.1461784473
316	0.1460518481
317	0.1459005552
318	0.1458390713
319	0.1457075471
320	0.1455463734
321	0.1454202199
322	0.145307278
323	0.1451997293
324	0.1450128434
325	0.1447891665
326	0.1446912705
327	0.1445129026
328	0.1443976851
329	0.1442449634
330	0.144092268
331	0.1439938993
332	0.1439031423
333	0.1438203185
334	0.1437182352
335	0.1435653467
336	0.1434132606
337	0.1432944154
338	0.1431490421
339	0.1430172566
340	0.1428609462
341	0.1426588569
342	0.1425150418
343	0.1424389027
344	0.1423189639
345	0.1421911154
346	0.1420676144
347	0.1418848036
348	0.1418168939
349	0.1417279963
350	0.1416204122
351	0.1415409045
352	0.14141782
353	0.1412460598
354	0.1411330526
355	0.141062151
356	0.1409519779
357	0.140854187
358	0.1407504649
359	0.1405971337
360	0.1404790287
361	0.1403031594
362	0.1402463589
363	0.1401327418
364	0.1400162102
365	0.1399325534
366	0.139856008
367	0.1397333514
368	0.1396370014
369	0.139550094
370	0.1394342134
371	0.1393123247
372	0.1392212427
373	0.1390798735
374	0.1389164496
375	0.13880633
376	0.1386646091
377	0.1385187318
378	0.1384269986
379	0.1383618473
380	0.1382203608
381	0.1381449096
382	0.138024464
383	0.1378686735
384	0.1377270054
385	0.1375891088
386	0.1375003423
387	0.1374366086
388	0.1373377893
389	0.1371503449
390	0.1370697183
391	0.1369653459
392	0.136868152
393	0.1367951595
394	0.136672126
395	0.1365619796
396	0.13645485
397	0.1363701146
398	0.1362548572
399	0.1361835939
400	0.1360672584
401	0.1359872176
402	0.1358304106
403	0.135754544
404	0.1355487397
405	0.1354678013
406	0.1353986712
407	0.1352498731
408	0.1351791566
409	0.1350808958
410	0.1349660946
411	0.1348634261
412	0.1347372588
413	0.1346026772
414	0.1345089425
415	0.1343818399
416	0.1342734887
417	0.1341966852
418	0.1340860572
419	0.1339991497
420	0.1338987295
421	0.1337731091
422	0.1336333788
423	0.1335301909
424	0.1334561573
425	0.1333575589
426	0.1333227987
427	0.1332323672
428	0.1330606586
429	0.1329163642
430	0.1327868166
431	0.1327321207
432	0.1326786464
433	0.1326278257
434	0.1325587339
435	0.132487198
436	0.1324108882
437	0.1322845654
438	0.1321932888
439	0.1320406277
440	0.1319620042
441	0.1318314026
442	0.1317221015
443	0.1316699801
444	0.1316151411
445	0.1314772284
446	0.1313748851
447	0.1312790696
448	0.1311818603
449	0.131105889
450	0.1310176542
451	0.1308548279
452	0.1307738116
453	0.130642417
454	0.1305762773
455	0.130458628
456	0.130398951
457	0.130353488
458	0.1302421322
459	0.1301456146
460	0.1300007987
461	0.129888195
462	0.1298125756
463	0.1297160189
464	0.1295288614
465	0.1293988961
466	0.129300688
467	0.1292276172
468	0.1291812571
469	0.1290468954
470	0.1289206247
471	0.1288619757
472	0.1287927669
473	0.1287275117
474	0.1285844265
475	0.1284858926
476	0.1283911827
477	0.1283242094
478	0.1282311507
479	0.1281483918
480	0.1280374009
481	0.1279693108
482	0.1278789315
483	0.1277376012
484	0.1276340357
485	0.1275664132
486	0.127470182
487	0.1273817926
488	0.1272815816
489	0.1271522284
490	0.127065307
491	0.1270054878
492	0.1268840013
493	0.1267629583
494	0.1266232121
495	0.1265734577
496	0.126467213
497	0.1264135185
498	0.1263216956
499	0.1262835813
500	0.1262575597
501	0.1262203936
502	0.1260681439
503	0.125951002
504	0.1258906615
505	0.1257965366
506	0.1256886793
507	0.1255646576
508	0.1254569427
509	0.125317759
510	0.1252443632
511	0.1251493411
512	0.1250093771
513	0.1249127428
514	0.1248011537
515	0.1247048575
516	0.1245895754
517	0.1245559857
518	0.1244128085
519	0.1242907765
520	0.1241131394
521	0.1240419541
522	0.1239153322
523	0.1238076446
524	0.1237067061
525	0.1236388501
526	0.1235349981
527	0.1234043841
528	0.1232118177
529	0.1231122827
530	0.1230129043
531	0.122903279
532	0.1228269309
533	0.1227816112
534	0.1227083845
535	0.1226595144
536	0.1226091491
537	0.1224957371
538	0.1224304301
539	0.1223918331
540	0.122265783
541	0.1222154697
542	0.1221394081
543	0.1220789119
544	0.1220152301
545	0.1218962392
546	0.1218302297
547	0.1217383549
548	0.1216587431
549	0.1215634482
550	0.1214519633
551	0.1213443013
552	0.1212848982
553	0.1211436211
554	0.1210650625
555	0.1209417953
556	0.1208556553
557	0.1206838163
558	0.1205603147
559	0.1204826655
560	0.1203897111
561	0.1202878376
562	0.1202164704
563	0.1201350899
564	0.1200465316
565	0.1199507425
566	0.1197711914
567	0.1196767155
568	0.1195747879
569	0.1194435751
570	0.119352259
571	0.1192560266
572	0.1191851795
573	0.1190984542
574	0.1190459561
575	0.1189348226
576	0.1188650927
577	0.1187437496
578	0.1185642783
579	0.1184968643
580	0.1183886954
581	0.1182684455
582	0.1181979623
583	0.1180702736
584	0.1179837042
585	0.1178819974
586	0.1177684184
587	0.1177032802
588	0.1176096891
589	0.1174814805
590	0.1174158473
591	0.1173501113
592	0.117251045
593	0.1170936283
594	0.1170179176
595	0.1169569014
596	0.116879396
597	0.1167859998
598	0.1166835262
599	0.1166295588
600	0.1165610526
601	0.1164852376
602	0.1164161069
603	0.116311345
604	0.1162162049
605	0.1161159298
606	0.115959007
607	0.1158572362
608	0.1157881314
609	0.1157115363
610	0.1156462547
611	0.1155279681
612	0.1154401635
613	0.1153781984
614	0.1152692358
615	0.1151921341
616	0.1150987502
617	0.1150109189
618	0.1149203046
619	0.1148306795
620	0.1147438241
621	0.1146360966
622	0.1145153132
623	0.1144337633
624	0.1143829815
625	0.1143347874
626	0.114231105
627	0.1141507643
628	0.1140597994
629	0.1140035036
630	0.1139272207
631	0.1138442923
632	0.1137856043
633	0.1137017141
634	0.113624991
635	0.1135228163
636	0.113439147
637	0.1133292084
638	0.1132274504
639	0.1131248588
640	0.1130518005
641	0.1129008859
642	0.1127617142
643	0.1126866924
644	0.1125864296
645	0.1125069738
646	0.1124238497
647	0.1123343154
648	0.1122630911
649	0.1121863274
650	0.1120931
651	0.1120272724
652	0.1119595461
653	0.1118858123
654	0.111793223
655	0.1116942087
656	0.111565428
657	0.1114534478
658	0.1113418327
659	0.111289699
660	0.1112369018
661	0.11115924
662	0.1110990041
663	0.1110164404
664	0.1109114714
665	0.110826411
666	0.110738307
667	0.1106434941
668	0.1105626724
669	0.110450121
670	0.1103287917
671	0.1102030922
672	0.1101430775
673	0.110103362
674	0.1100257148
675	0.1099385862
676	0.1098831618
677	0.1098063458
678	0.109749062
679	0.1096722721
680	0.1095727507
681	0.1094791078
682	0.1094244251
683	0.109346946
684	0.1092705854
685	0.1092181517
686	0.1091479186
687	0.1090786711
688	0.1089767753
689	0.1088781965
690	0.1088214916
691	0.1086680161
692	0.1086058355
693	0.108561205
694	0.1084616056
695	0.1083975532
696	0.108321114
697	0.1082438883
698	0.1081532228
699	0.1080391041
700	0.1079712936
701	0.1077782072
702	0.1076838939
703	0.1076161159
704	0.1075433764
705	0.107481704
706	0.1074219104
707	0.1073417069
708	0.1072751385
709	0.1071935501
710	0.1071201218
711	0.1070078892
712	0.1069407095
713	0.1068529828
714	0.1067647236
715	0.106720574
716	0.1066279258
717	0.1065741337
718	0.106467252
719	0.1063870349
720	0.1063322472
721	0.1062739427
722	0.1062132975
723	0.1061474569
724	0.106092559
725	0.1060123041
726	0.1059257542
727	0.1058823588
728	0.1058264082
729	0.1057534544
730	0.1056456363
731	0.1055628578
732	0.1055116602
733	0.1054566454
734	0.1053854863
735	0.1053214207
736	0.1052433565
737	0.105178829
738	0.105092793
739	0.1050109314
740	0.1048718954
741	0.1048036948
742	0.1047228987
743	0.1046063866
744	0.1045156428
745	0.1044419735
746	0.104349949
747	0.1042502652
748	0.1041503478
749	0.104089293
750	0.1040170937
751	0.10395704
752	0.1038859789
753	0.1037899753
754	0.1037517234
755	0.1037103572
756	0.1036394259
757	0.1035737153
758	0.1034909369
759	0.1034349146
760	0.1033841132
761	0.1032851901
762	0.1032267361
763	0.1031594138
764	0.1030967461
765	0.103020957
766	0.1029230874
767	0.1028704984
768	0.1028027201
769	0.1027554368
770	0.1026238723
771	0.1025027311
772	0.102446442
773	0.102392299
774	0.1023308992
775	0.1022865416
776	0.102164523
777	0.1021137275
778	0.1020177822
779	0.1019358809
780	0.1018801838
781	0.1018118571
782	0.1017530718
783	0.1016856904
784	0.1016066637
785	0.1015402774
786	0.1014563419
787	0.1013483483
788	0.1012752777
789	0.1011811143
790	0.1010961707
791	0.1010106553
792	0.10093447
793	0.1008634665
794	0.1007924571
795	0.1007207387
796	0.1006754059
797	0.10062651
798	0.1005720359
799	0.1004869623
800	0.100436948
801	0.1003688384
802	0.100292068
803	0.1002107979
804	0.100193483
805	0.1001183705
806	0.1000551575
807	0.09995954385
808	0.09982953423
809	0.09978375298
810	0.09972044169
811	0.09962898272
812	0.0995816995
813	0.0995126209
814	0.09943290471
815	0.09933775251
816	0.09926003938
817	0.09920341905
818	0.09913612238
819	0.09907729204
820	0.09903221287
821	0.09895838164
822	0.09891006438
823	0.09885614226
824	0.09879170615
825	0.09873082715
826	0.09867914845
827	0.09862571404
828	0.09854682378
829	0.098504944
830	0.09845632784
831	0.09835510283
832	0.09829069924
833	0.09821348773
834	0.0981545268
835	0.09811977935
836	0.09804810647
837	0.09796930129
838	0.09788576838
839	0.09781774363
840	0.09775143492
841	0.09767614041
842	0.09762814805
843	0.09754135815
844	0.09745748058
845	0.09736026086
846	0.09726791132
847	0.09718800048
848	0.09713662083
849	0.09704490839
850	0.09699689683
851	0.09695748119
852	0.09688955996
853	0.0968495003
854	0.09679111785
855	0.09671499753
856	0.09664439098
857	0.09655189575
858	0.09651798052
859	0.09645356423
860	0.09639434895
861	0.09626704999
862	0.09620403804
863	0.09612569406
864	0.09608663562
865	0.09602921563
866	0.09593777643
867	0.09584850898
868	0.09580253257
869	0.09574889039
870	0.09566643069
871	0.09557629896
872	0.09551512071
873	0.09549968479
874	0.09543728404
875	0.09538273147
876	0.09531368553
877	0.09524727315
878	0.09519094515
879	0.09512419775
880	0.09506281727
881	0.09494063038
882	0.09488534938
883	0.09483139485
884	0.09478516486
885	0.09467235317
886	0.09459972488
887	0.0945726046
888	0.0945117515
889	0.09445284248
890	0.09439222986
891	0.09432586283
892	0.09423767462
893	0.09415961054
894	0.09411379617
895	0.09401924267
896	0.09397987254
897	0.09391299149
898	0.0938703115
899	0.0938130472
900	0.09374346138
901	0.09367894781
902	0.0936492723
903	0.09359604611
904	0.0935261357
905	0.09341587141
906	0.09335145501
907	0.09329906764
908	0.09322889704
909	0.093192446
910	0.09312890723
911	0.09308885433
912	0.09305457524
913	0.09298449522
914	0.09287622245
915	0.09284014848
916	0.09275482825
917	0.09270907947
918	0.09264578804
919	0.09256088384
920	0.09251164364
921	0.09247331354
922	0.09241902766
923	0.09239107511
924	0.09232688608
925	0.09225906269
926	0.0922317801
927	0.09215599134
928	0.09211725832
929	0.09204593674
930	0.09198963481
931	0.09187591755
932	0.09182494769
933	0.09177481629
934	0.0916994049
935	0.09160470836
936	0.09149474509
937	0.09142683067
938	0.09138697878
939	0.0913566138
940	0.09129107137
941	0.09119902056
942	0.09115193916
943	0.09107228759
944	0.09102214319
945	0.09095579541
946	0.09087946708
947	0.09083346461
948	0.09076553038
949	0.09070815575
950	0.0906341035
951	0.0905443041
952	0.0904802192
953	0.09042784458
954	0.09033786236
955	0.09026115065
956	0.09019166902
957	0.0901032472
958	0.09004169172
959	0.09002974743
960	0.08992626584
961	0.08980838216
962	0.08974874486
963	0.08963654401
964	0.08958305753
965	0.08954004908
966	0.08947029456
967	0.08939922617
968	0.08934551877
969	0.08928530288
970	0.08919277808
971	0.08910673561
972	0.08902703259
973	0.0889756595
974	0.08894085374
975	0.088882686
976	0.08880958946
977	0.08873945076
978	0.08864992369
979	0.08858031222
980	0.08852495994
981	0.08841769444
982	0.08835727043
983	0.08829723009
984	0.08825438109
985	0.08822340501
986	0.08817560137
987	0.0881106326
988	0.08801828366
989	0.08797049301
990	0.0879046266
991	0.08782502761
992	0.08774814685
993	0.08764325487
994	0.08759303899
995	0.08752912407
996	0.08747273105
997	0.08742775576
998	0.08735277346
999	0.08730421557
99	0.08888096292
077174
